,FIELD_ID,DATE_COLLECT,UPPPER,LOWER,TOP_CM,Depth,UNIT,LOCATE_DESC,HORIZON,DATUM,LATITUDE,LONGITUDE,SAMPLE_SOURCE,As_ppm,As_ppm_AM,Cr_ppm,Cr_ppm_AM,Hg_ppm,Hg_ppm_AM,Ni_ppm,Ni_ppm_AM,Pb_ppm,Pb_ppm_AM
523,KWI5,7/25/03,0,NA,0,surface,in,NA,NA,WGS84,62.6396,-162.2017,tundra/alpine tundra,19.7,AA_HG_ST,54,AES_HF,0.06,AA_CV,53,AES_HF,21,AES_HF
524,RME2,6/11/02,0,NA,0,surface,in,NA,NA,WGS84,61.31482,-160.36807,tundra/alpine tundra,6.8,AA_HG_ST,72,AES_HF,0.13,AA_CV,41,AES_HF,20,AES_HF
525,NIE2,8/2/03,0,NA,0,surface,in,NA,NA,WGS84,60.21084,-166.79684,tundra/alpine tundra,6.3,AA_HG_ST,116,AES_HF,-0.02,AA_CV,90,AES_HF,17,AES_HF
526,RMD3,6/12/02,0,NA,0,surface,in,Kuskokwim River,NA,WGS84,61.36424,-160.68826,tundra/alpine tundra,20.4,AA_HG_ST,63,AES_HF,0.1,AA_CV,36,AES_HF,16,AES_HF
527,RMF2,6/11/02,0,NA,0,surface,in,Bogus Ck drainage,NA,WGS84,61.19805,-160.04089,tundra/alpine tundra,21.6,AA_HG_ST,28,AES_HF,-0.02,AA_CV,28,AES_HF,17,AES_HF
528,CMH6AOV1,8/3/03,0,NA,0,surface,in,NA,NA,WGS84,59.94952,-165.6142,tundra/alpine tundra,8.3,AA_HG_ST,55,AES_HF,0.07,AA_CV,46,AES_HF,17,AES_HF
529,KWG6,7/28/03,0,NA,0,surface,in,NA,NA,WGS84,62.91518,-162.77483,tundra/alpine tundra,13.8,AA_HG_ST,67,AES_HF,0.07,AA_CV,40,AES_HF,22,AES_HF
530,RME3,6/12/02,0,NA,0,surface,in,Nushagak River,NA,WGS84,61.3483,-160.58693,tundra/alpine tundra,10.9,AA_HG_ST,58,AES_HF,0.26,AA_CV,29,AES_HF,15,AES_HF
531,MAF3-03,7/27/03,0,NA,0,surface,in,NA,NA,WGS84,61.36833,-162.92107,tundra/alpine tundra,4.8,AA_HG_ST,7,AES_HF,0.03,AA_CV,5,AES_HF,13,AES_HF
532,NIG1,8/3/03,0,NA,0,surface,in,Roberts Mountain,NA,WGS84,60.02858,-166.25652,tundra/alpine tundra,1.1,AA_HG_ST,89,AES_HF,0.02,AA_CV,78,AES_HF,6,AES_HF
533,NID1,8/2/03,0,NA,0,surface,in,NA,NA,WGS84,60.06173,-166.7095,tundra/alpine tundra,7.7,AA_HG_ST,47,AES_HF,0.06,AA_CV,39,AES_HF,24,AES_HF
534,RMG5AOV1,6/9/02,0,NA,0,surface,in,NA,NA,WGS84,61.69672,-159.93307,tundra/alpine tundra,7.3,AA_HG_ST,32,AES_HF,0.04,AA_CV,31,AES_HF,17,AES_HF
535,RMF1,6/11/02,0,NA,0,surface,in,NA,NA,WGS84,61.14067,-160.04015,tundra/alpine tundra,42.8,AA_HG_ST,24,AES_HF,0.02,AA_CV,29,AES_HF,24,AES_HF
536,BEC6,6/6/02,0,NA,0,surface,in,NA,NA,WGS84,60.96323,-161.16161,tundra/alpine tundra,6.2,AA_HG_ST,76,AES_HF,0.08,AA_CV,38,AES_HF,21,AES_HF
537,HCC2,7/26/03,0,NA,0,surface,in,NA,NA,WGS84,62.21952,-161.14327,tundra/alpine tundra,23.2,AA_HG_ST,40,AES_HF,0.02,AA_CV,44,AES_HF,22,AES_HF
538,RMG5AOV2,6/9/02,0,NA,0,surface,in,5 to 7 miles south of RMG5 on south side of Portage Mountains,NA,WGS84,61.6966,-159.93318,tundra/alpine tundra,5.9,AA_HG_ST,37,AES_HF,0.03,AA_CV,24,AES_HF,15,AES_HF
539,MAH5,6/4/02,0,NA,0,surface,in,NA,NA,WGS84,61.80894,-162.58868,tundra/alpine tundra,4.4,AA_HG_ST,29,AES_HF,0.04,AA_CV,14,AES_HF,14,AES_HF
540,MAH5AOV1,6/4/02,0,NA,0,surface,in,NA,NA,WGS84,61.75825,-162.55441,tundra/alpine tundra,3,AA_HG_ST,31,AES_HF,0.07,AA_CV,8,AES_HF,15,AES_HF
541,MAE4AOV2,6/3/02,0,NA,0,surface,in,NA,NA,WGS84,61.61747,-163.58421,tundra/alpine tundra,5.6,AA_HG_ST,47,AES_HF,0.07,AA_CV,22,AES_HF,14,AES_HF
542,HCA1,7/26/03,0,NA,0,surface,in,NA,NA,WGS84,62.14282,-161.97096,tundra/alpine tundra,9,AA_HG_ST,63,AES_HF,0.06,AA_CV,27,AES_HF,11,AES_HF
543,CMF6,8/2/03,0,NA,0,surface,in,NA,NA,WGS84,59.92357,-166.2556,tundra/alpine tundra,9.4,AA_HG_ST,145,AES_HF,-0.02,AA_CV,146,AES_HF,13,AES_HF
544,BIG2AOV2,8/3/01,0,NA,0,surface,in,NA,NA,WGS84,60.20422,-162.92787,tundra/alpine tundra,65.8,AA_HG_ST,33,AES_HF,0.12,AA_CV,174,AES_HF,49,AES_HF
545,MAH5AOV2,6/4/02,0,NA,0,surface,in,NA,NA,WGS84,61.7477,-162.55011,tundra/alpine tundra,9.3,AA_HG_ST,49,AES_HF,0.03,AA_CV,30,AES_HF,15,AES_HF
600,MAI5,7/27/03,0,NA,0,surface,in,NA,NA,WGS84,61.78547,-162.28027,tundra/alpine tundra,13.1,AA_HG_ST,69,AES_HF,0.07,AA_CV,31,AES_HF,18,AES_HF
601,NIE1,8/2/03,0,NA,0,surface,in,NA,NA,WGS84,60.07459,-166.496,tundra/alpine tundra,4,AA_HG_ST,240,AES_HF,0.03,AA_CV,144,AES_HF,18,AES_HF
647,185857S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,56.92112,-158.54935,tundra/alpine tundra,5.1,AA_HG_ST,35,AES_HF,-0.02,AA_CV,19,AES_HF,-4,AES_HF
648,185851,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,58.64517,-156.75115,tundra/alpine tundra,6.4,AA_HG_ST,16,AES_HF,-0.02,AA_CV,13,AES_HF,-4,AES_HF
649,185860S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,58.52963,-157.36195,tundra/alpine tundra,6.8,AA_HG_ST,21,AES_HF,-0.02,AA_CV,18,AES_HF,-4,AES_HF
650,185801,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,58.78266,-156.40907,tundra/alpine tundra,7.5,AA_HG_ST,14,AES_HF,-0.02,AA_CV,16,AES_HF,-4,AES_HF
651,185856S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,57.47371,-157.92834,tundra/alpine tundra,4.9,AA_HG_ST,129,AES_HF,-0.02,AA_CV,40,AES_HF,8,AES_HF
652,185852S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,58.61746,-156.61351,tundra/alpine tundra,5.9,AA_HG_ST,9,AES_HF,-0.02,AA_CV,12,AES_HF,-4,AES_HF
653,185854S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,57.53624,-157.79695,tundra/alpine tundra,3,AA_HG_ST,114,AES_HF,-0.02,AA_CV,39,AES_HF,8,AES_HF
654,185803,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,56.97151,-158.53958,tundra/alpine tundra,4.5,AA_HG_ST,6,AES_HF,0.06,AA_CV,9,AES_HF,-4,AES_HF
655,185802S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,58.77693,-156.40324,tundra/alpine tundra,6.9,AA_HG_ST,34,AES_HF,-0.02,AA_CV,25,AES_HF,4,AES_HF
656,185853S,7/9/02,0,NA,0,surface,in,NA,NA,WGS84,57.03172,-158.47632,tundra/alpine tundra,8.5,AA_HG_ST,31,AES_HF,-0.02,AA_CV,28,AES_HF,-4,AES_HF
657,SLD5,7/19/03,0,NA,0,surface,in,Canoe Mtn West,NA,WGS84,61.76393,-157.9764,tundra/alpine tundra,5.6,AA_HG_ST,71,AES_HF,0.06,AA_CV,45,AES_HF,6,AES_HF
658,SLI2,7/15/03,0,NA,0,surface,in,NA,NA,WGS84,61.29889,-156.25108,tundra/alpine tundra,9.2,AA_HG_ST,40,AES_HF,0.05,AA_CV,18,AES_HF,11,AES_HF
659,SLC1,7/19/03,0,NA,0,surface,in,Trib to Oksotaluk Ck,NA,WGS84,61.02792,-158.31732,tundra/alpine tundra,27.8,AA_HG_ST,62,AES_HF,0.12,AA_CV,55,AES_HF,13,AES_HF
660,HCG1,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.01234,-159.74561,tundra/alpine tundra,12.4,AA_HG_ST,66,AES_HF,0.07,AA_CV,46,AES_HF,13,AES_HF
661,HCG3,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.35649,-159.71195,tundra/alpine tundra,8.7,AA_HG_ST,41,AES_HF,0.26,AA_CV,34,AES_HF,11,AES_HF
662,SLB6,7/20/03,0,NA,0,surface,in,Kolmakof River,NA,WGS84,61.8609,-158.66365,tundra/alpine tundra,10.5,AA_HG_ST,41,AES_HF,0.12,AA_CV,27,AES_HF,9,AES_HF
663,HCD6,7/22/03,0,NA,0,surface,in,Anvik River,NA,WGS84,62.9631,-160.71544,tundra/alpine tundra,7,AA_HG_ST,28,AES_HF,0.04,AA_CV,38,AES_HF,4,AES_HF
664,SLE5,7/15/03,0,NA,0,surface,in,Fuller Ck,NA,WGS84,61.75548,-157.42232,tundra/alpine tundra,9.3,AA_HG_ST,30,AES_HF,0.09,AA_CV,35,AES_HF,7,AES_HF
665,HCB6,7/23/03,0,NA,0,surface,in,Atchuelinguk River,NA,WGS84,62.86837,-161.43634,tundra/alpine tundra,15.7,AA_HG_ST,54,AES_HF,0.03,AA_CV,70,AES_HF,18,AES_HF
666,HCH2,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.31366,-159.61299,tundra/alpine tundra,14.5,AA_HG_ST,47,AES_HF,0.07,AA_CV,46,AES_HF,11,AES_HF
667,SLD2,7/17/03,0,NA,0,surface,in,Portage Ck,NA,WGS84,61.19285,-157.716,tundra/alpine tundra,15.4,AA_HG_ST,37,AES_HF,0.06,AA_CV,46,AES_HF,8,AES_HF
668,SLC5,7/18/03,0,NA,0,surface,in,East of Horn Mountains,NA,WGS84,61.75541,-158.29387,tundra/alpine tundra,9.6,AA_HG_ST,29,AES_HF,0.1,AA_CV,29,AES_HF,11,AES_HF
669,HCC5,7/23/03,0,NA,0,surface,in,NA,NA,WGS84,62.68137,-161.24968,tundra/alpine tundra,5.1,AA_HG_ST,82,AES_HF,0.05,AA_CV,50,AES_HF,10,AES_HF
670,SLE3,7/18/03,0,NA,0,surface,in,Itulik Ck,NA,WGS84,61.3606,-157.39206,tundra/alpine tundra,14.7,AA_HG_ST,43,AES_HF,0.06,AA_CV,58,AES_HF,9,AES_HF
671,SLB4,7/18/03,0,NA,0,surface,in,Lower Veahna Ck,NA,WGS84,61.5614,-158.37671,tundra/alpine tundra,13.2,AA_HG_ST,65,AES_HF,0.27,AA_CV,44,AES_HF,10,AES_HF
672,SLG2,7/16/03,0,NA,0,surface,in,Hoholitna River,NA,WGS84,61.29852,-156.76212,tundra/alpine tundra,14,AA_HG_ST,37,AES_HF,0.04,AA_CV,32,AES_HF,6,AES_HF
673,HCG4,7/20/03,0,NA,0,surface,in,NA,NA,WGS84,62.55121,-159.71137,tundra/alpine tundra,20.5,AA_HG_ST,42,AES_HF,0.16,AA_CV,39,AES_HF,12,AES_HF
674,SLA2,7/16/03,0,NA,0,surface,in,Buckstock Mtns,NA,WGS84,61.20646,-158.70613,tundra/alpine tundra,56,AA_HG_ST,16,AES_HF,0.03,AA_CV,33,AES_HF,9,AES_HF
675,HCH5,7/20/03,0,NA,0,surface,in,NA,NA,WGS84,62.71681,-159.40561,tundra/alpine tundra,7.2,AA_HG_ST,27,AES_HF,0.05,AA_CV,28,AES_HF,10,AES_HF
676,HCD5,7/22/03,0,NA,0,surface,in,Theodore Ck,NA,WGS84,62.80029,-160.90894,tundra/alpine tundra,8.8,AA_HG_ST,28,AES_HF,0.06,AA_CV,29,AES_HF,10,AES_HF
677,SLF2,7/17/03,0,NA,0,surface,in,NA,NA,WGS84,61.19293,-157.06269,tundra/alpine tundra,10.3,AA_HG_ST,38,AES_HF,0.06,AA_CV,33,AES_HF,7,AES_HF
678,SLG1,7/15/03,0,NA,0,surface,in,NA,NA,WGS84,61.01936,-156.74269,tundra/alpine tundra,25.9,AA_HG_ST,37,AES_HF,0.2,AA_CV,40,AES_HF,24,AES_HF
679,HCD3,7/22/03,0,NA,0,surface,in,East trib of Stuyahok River,NA,WGS84,62.44838,-160.94678,tundra/alpine tundra,6.5,AA_HG_ST,40,AES_HF,0.05,AA_CV,34,AES_HF,10,AES_HF
680,HCG2,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.25032,-159.68716,tundra/alpine tundra,6.8,AA_HG_ST,64,AES_HF,0.04,AA_CV,37,AES_HF,9,AES_HF
681,SLI6,7/17/03,0,NA,0,surface,in,Tatlawiksuk River,NA,WGS84,61.98718,-156.07648,tundra/alpine tundra,13,AA_HG_ST,40,AES_HF,0.07,AA_CV,42,AES_HF,6,AES_HF
682,SLB3,7/18/03,0,NA,0,surface,in,Kogoyuk Ck/Buckstock Mountains,NA,WGS84,61.35611,-158.52748,tundra/alpine tundra,56,AA_HG_ST,7,AES_HF,-0.02,AA_CV,17,AES_HF,16,AES_HF
683,HCH1,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.10679,-159.4682,tundra/alpine tundra,5.6,AA_HG_ST,30,AES_HF,0.1,AA_CV,41,AES_HF,10,AES_HF
684,HCE3,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.37873,-160.42436,tundra/alpine tundra,7.5,AA_HG_ST,26,AES_HF,0.04,AA_CV,29,AES_HF,8,AES_HF
685,SLB5AOV1,7/20/03,0,NA,0,surface,in,Horn Mountains,NA,WGS84,61.77694,-158.64311,tundra/alpine tundra,16.7,AA_HG_ST,65,AES_HF,0.17,AA_CV,30,AES_HF,11,AES_HF
686,HCE5AOV2,7/22/03,0,NA,0,surface,in,Anvik River,NA,WGS84,62.713,-160.58649,tundra/alpine tundra,7.1,AA_HG_ST,34,AES_HF,0.05,AA_CV,33,AES_HF,5,AES_HF
687,HCE5,7/22/03,0,NA,0,surface,in,Goblet Ck,NA,WGS84,62.7805,-160.52513,tundra/alpine tundra,7.4,AA_HG_ST,37,AES_HF,0.08,AA_CV,30,AES_HF,8,AES_HF
688,SLE2,7/18/03,0,NA,0,surface,in,Chuiluk River,NA,WGS84,61.31037,-157.64601,tundra/alpine tundra,73.8,AA_HG_ST,38,AES_HF,0.1,AA_CV,39,AES_HF,8,AES_HF
689,HCI3,7/20/03,0,NA,0,surface,in,NA,NA,WGS84,62.33644,-159.27348,tundra/alpine tundra,5.3,AA_HG_ST,32,AES_HF,0.04,AA_CV,22,AES_HF,10,AES_HF
690,HCC3,7/22/03,0,NA,0,surface,in,Trib of Hawk River,NA,WGS84,62.35612,-161.05737,tundra/alpine tundra,19.5,AA_HG_ST,38,AES_HF,0.06,AA_CV,30,AES_HF,9,AES_HF
691,SLI4,7/15/03,0,NA,0,surface,in,Holitna Lowland,NA,WGS84,61.556,-156.04283,tundra/alpine tundra,26.3,AA_HG_ST,46,AES_HF,0.05,AA_CV,22,AES_HF,9,AES_HF
692,HCE4,7/22/03,0,NA,0,surface,in,Holitna Lowland,NA,WGS84,62.55041,-160.44049,tundra/alpine tundra,7.5,AA_HG_ST,26,AES_HF,0.04,AA_CV,14,AES_HF,8,AES_HF
693,HCB4,7/23/03,0,NA,0,surface,in,Andreafsky Mountains,NA,WGS84,62.61731,-161.65018,tundra/alpine tundra,8.9,AA_HG_ST,62,AES_HF,0.12,AA_CV,49,AES_HF,10,AES_HF
694,HCG5,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.80501,-159.8947,tundra/alpine tundra,8.7,AA_HG_ST,72,AES_HF,0.08,AA_CV,33,AES_HF,13,AES_HF
695,SLF5,7/17/03,0,NA,0,surface,in,NA,NA,WGS84,61.70109,-157.10518,tundra/alpine tundra,5.5,AA_HG_ST,40,AES_HF,0.04,AA_CV,27,AES_HF,7,AES_HF
696,HCF4,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.55088,-160.04903,tundra/alpine tundra,14.3,AA_HG_ST,86,AES_HF,0.08,AA_CV,42,AES_HF,14,AES_HF
697,HCF2,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.27506,-160.23225,tundra/alpine tundra,4.7,AA_HG_ST,34,AES_HF,0.09,AA_CV,31,AES_HF,12,AES_HF
698,SLH4,7/16/03,0,NA,0,surface,in,Stony River,NA,WGS84,61.6539,-156.36139,tundra/alpine tundra,22,AA_HG_ST,22,AES_HF,0.06,AA_CV,17,AES_HF,12,AES_HF
699,SLH3,7/16/03,0,NA,0,surface,in,NA,NA,WGS84,61.37202,-156.64476,tundra/alpine tundra,4.9,AA_HG_ST,48,AES_HF,0.03,AA_CV,23,AES_HF,8,AES_HF
700,SLG4,7/16/03,0,NA,0,surface,in,Muskrat Ck,NA,WGS84,61.57258,-156.7251,tundra/alpine tundra,5.2,AA_HG_ST,46,AES_HF,0.04,AA_CV,20,AES_HF,7,AES_HF
701,HCC4,7/23/03,0,NA,0,surface,in,Jackson Ck,NA,WGS84,62.64342,-161.24599,tundra/alpine tundra,6.9,AA_HG_ST,58,AES_HF,0.04,AA_CV,43,AES_HF,13,AES_HF
702,SLA4,7/16/03,0,NA,0,surface,in,NA,NA,WGS84,61.52971,-158.83705,tundra/alpine tundra,5.6,AA_HG_ST,38,AES_HF,0.04,AA_CV,24,AES_HF,7,AES_HF
703,SLE6,7/17/03,0,NA,0,surface,in,Enati Ck,NA,WGS84,61.93612,-157.41438,tundra/alpine tundra,9.7,AA_HG_ST,43,AES_HF,0.32,AA_CV,38,AES_HF,6,AES_HF
704,HCE5AOV3X,7/22/03,0,NA,0,surface,in,Anvik River,NA,WGS84,62.713,-160.58649,tundra/alpine tundra,7.4,AA_HG_ST,36,AES_HF,0.03,AA_CV,33,AES_HF,5,AES_HF
705,HCI5,7/20/03,0,NA,0,surface,in,NA,NA,WGS84,62.6702,-159.06825,tundra/alpine tundra,7,AA_HG_ST,37,AES_HF,0.06,AA_CV,30,AES_HF,10,AES_HF
706,SLI3,7/15/03,0,NA,0,surface,in,Stink River,NA,WGS84,61.36112,-156.04106,tundra/alpine tundra,29.9,AA_HG_ST,33,AES_HF,-0.02,AA_CV,26,AES_HF,8,AES_HF
707,SLI1,7/15/03,0,NA,0,surface,in,Door Mtns South,NA,WGS84,61.01371,-156.19089,tundra/alpine tundra,14,AA_HG_ST,33,AES_HF,0.27,AA_CV,28,AES_HF,48,AES_HF
708,SLF3,7/17/03,0,NA,0,surface,in,Holitna River tributary,NA,WGS84,61.46068,-157.29662,tundra/alpine tundra,5.2,AA_HG_ST,47,AES_HF,0.13,AA_CV,55,AES_HF,6,AES_HF
709,SLC4,7/18/03,0,NA,0,surface,in,NA,NA,WGS84,61.59798,-158.26558,tundra/alpine tundra,18.9,AA_HG_ST,36,AES_HF,0.04,AA_CV,42,AES_HF,8,AES_HF
710,SLE4,7/15/03,0,NA,0,surface,in,Trib of Oskawalik R.,NA,WGS84,61.64629,-157.66234,tundra/alpine tundra,9.6,AA_HG_ST,29,AES_HF,0.11,AA_CV,41,AES_HF,7,AES_HF
711,HCH4,7/20/03,0,NA,0,surface,in,NA,NA,WGS84,62.54832,-159.36833,tundra/alpine tundra,4.6,AA_HG_ST,25,AES_HF,0.03,AA_CV,24,AES_HF,7,AES_HF
712,03JF032,7/19/03,0,NA,0,surface,in,Ammonite South,NA,WGS84,61.58262,-158.11069,tundra/alpine tundra,48.7,AA_HG_ST,44,AES_HF,0.05,AA_CV,39,AES_HF,9,AES_HF
713,HCI1,7/20/03,0,NA,0,surface,in,NA,NA,WGS84,62.05331,-159.2523,tundra/alpine tundra,20.6,AA_HG_ST,44,AES_HF,2.33,AA_CV,38,AES_HF,13,AES_HF
714,HCH6,7/21/03,0,NA,0,surface,in,Holikachuk/Inoko River,NA,WGS84,62.9086,-159.51996,tundra/alpine tundra,7.8,AA_HG_ST,44,AES_HF,0.04,AA_CV,28,AES_HF,9,AES_HF
715,SLH2,7/16/03,0,NA,0,surface,in,Tributary to Hoholitna,NA,WGS84,61.30562,-156.6093,tundra/alpine tundra,39.4,AA_HG_ST,36,AES_HF,0.08,AA_CV,36,AES_HF,10,AES_HF
716,HCE1,7/21/03,0,NA,0,surface,in,NA,NA,WGS84,62.14259,-160.35613,tundra/alpine tundra,5.8,AA_HG_ST,37,AES_HF,0.04,AA_CV,31,AES_HF,7,AES_HF
717,SLC3,7/18/03,0,NA,0,surface,in,Veahna Ck,NA,WGS84,61.47511,-158.20346,tundra/alpine tundra,20,AA_HG_ST,59,AES_HF,0.31,AA_CV,44,AES_HF,9,AES_HF
718,SLA1,7/16/03,0,NA,0,surface,in,Tributary of Timber Ck,NA,WGS84,61.12547,-158.95563,tundra/alpine tundra,148,AA_HG_ST,22,AES_HF,0.02,AA_CV,38,AES_HF,7,AES_HF
719,HCB3,7/23/03,0,NA,0,surface,in,Andreafsky Mountains,NA,WGS84,62.44033,-161.48355,tundra/alpine tundra,22.5,AA_HG_ST,35,AES_HF,0.05,AA_CV,31,AES_HF,17,AES_HF
720,SLA5,7/19/03,0,NA,0,surface,in,Kolmakof River,NA,WGS84,61.71554,-158.82869,tundra/alpine tundra,14.1,AA_HG_ST,20,AES_HF,0.94,AA_CV,30,AES_HF,10,AES_HF
721,HCA5,7/23/03,0,NA,0,surface,in,Andreafsky Mountains,NA,WGS84,62.67482,-161.76279,tundra/alpine tundra,12.5,AA_HG_ST,45,AES_HF,0.06,AA_CV,52,AES_HF,11,AES_HF
722,HCF6,7/22/03,0,NA,0,surface,in,Grayling Ck,NA,WGS84,62.37869,-160.42436,tundra/alpine tundra,14.8,AA_HG_ST,15,AES_HF,0.29,AA_CV,17,AES_HF,10,AES_HF
723,HCB5,7/23/03,0,NA,0,surface,in,Andreafsky Mountains,NA,WGS84,62.73811,-161.508,tundra/alpine tundra,10.2,AA_HG_ST,37,AES_HF,0.07,AA_CV,50,AES_HF,10,AES_HF
724,HCG6,7/21/03,0,NA,0,surface,in,Shageluk Slough,NA,WGS84,62.86683,-159.70746,tundra/alpine tundra,3.7,AA_HG_ST,28,AES_HF,0.04,AA_CV,37,AES_HF,10,AES_HF
725,SLA3,7/16/03,0,NA,0,surface,in,NA,NA,WGS84,61.34263,-158.95584,tundra/alpine tundra,43.4,AA_HG_ST,46,AES_HF,0.1,AA_CV,36,AES_HF,9,AES_HF
726,HCF3,7/21/03,0,NA,0,surface,in,Long Mtns,NA,WGS84,62.43115,-160.21994,tundra/alpine tundra,4.3,AA_HG_ST,48,AES_HF,0.04,AA_CV,41,AES_HF,11,AES_HF
727,HCA4,7/23/03,0,NA,0,surface,in,Andreaafsky Mountains,NA,WGS84,62.62315,-161.81731,tundra/alpine tundra,12.2,AA_HG_ST,50,AES_HF,0.07,AA_CV,69,AES_HF,12,AES_HF
728,SLC6,7/19/03,0,NA,0,surface,in,Bell Ck,NA,WGS84,61.93585,-158.09039,tundra/alpine tundra,8.1,AA_HG_ST,36,AES_HF,0.21,AA_CV,48,AES_HF,6,AES_HF
729,SLB2,7/19/03,0,NA,0,surface,in,Girl Ck,NA,WGS84,61.26144,-158.37067,tundra/alpine tundra,99.8,AA_HG_ST,37,AES_HF,0.02,AA_CV,45,AES_HF,9,AES_HF
730,SLC2,7/17/03,0,NA,0,surface,in,NA,NA,WGS84,61.19311,-158.02229,tundra/alpine tundra,9.2,AA_HG_ST,79,AES_HF,0.13,AA_CV,58,AES_HF,11,AES_HF
731,SLF1,7/17/03,0,NA,0,surface,in,NA,NA,WGS84,61.04871,-157.27497,tundra/alpine tundra,11.8,AA_HG_ST,21,AES_HF,0.08,AA_CV,26,AES_HF,8,AES_HF
732,HCE6,7/22/03,0,NA,0,surface,in,NA,NA,WGS84,62.95266,-160.38405,tundra/alpine tundra,8.2,AA_HG_ST,56,AES_HF,0.14,AA_CV,26,AES_HF,10,AES_HF
733,SLD3,7/18/03,0,NA,0,surface,in,Chuilnik Mountains,NA,WGS84,61.3704,-157.73538,tundra/alpine tundra,165,AA_HG_ST,27,AES_HF,0.02,AA_CV,17,AES_HF,10,AES_HF
734,SLA6,7/20/03,0,NA,0,surface,in,Iditarod River drainage,NA,WGS84,61.92993,-158.95961,tundra/alpine tundra,7.1,AA_HG_ST,53,AES_HF,0.07,AA_CV,34,AES_HF,6,AES_HF
735,SLE1,7/17/03,0,NA,0,surface,in,NA,NA,WGS84,61.03545,-157.35689,tundra/alpine tundra,8.8,AA_HG_ST,39,AES_HF,0.04,AA_CV,26,AES_HF,9,AES_HF
736,SLB5AOV2,7/20/03,0,NA,0,surface,in,Horn Mountains,NA,WGS84,61.77668,-158.64251,tundra/alpine tundra,22.5,AA_HG_ST,89,AES_HF,0.12,AA_CV,27,AES_HF,9,AES_HF
737,03JF031,7/16/03,0,NA,0,surface,in,Buckstock River,NA,WGS84,61.29904,-158.88133,tundra/alpine tundra,50.9,AA_HG_ST,18,AES_HF,0.04,AA_CV,29,AES_HF,10,AES_HF
738,HCC6,7/23/03,0,NA,0,surface,in,upper Bonasila River,NA,WGS84,62.85649,-161.0993,tundra/alpine tundra,11.4,AA_HG_ST,62,AES_HF,0.12,AA_CV,49,AES_HF,11,AES_HF
739,SLF6,7/17/03,0,NA,0,surface,in,South Fk George River,NA,WGS84,61.92034,-157.26666,tundra/alpine tundra,13,AA_HG_ST,60,AES_HF,0.09,AA_CV,56,AES_HF,7,AES_HF
740,SLD6,7/19/03,0,NA,0,surface,in,Steamboat Ck,NA,WGS84,61.91679,-157.79605,tundra/alpine tundra,10,AA_HG_ST,60,AES_HF,0.09,AA_CV,38,AES_HF,7,AES_HF
741,SLF4,7/17/03,0,NA,0,surface,in,Red Mountain,NA,WGS84,61.59768,-157.24359,tundra/alpine tundra,103,AA_HG_ST,50,AES_HF,0.42,AA_CV,26,AES_HF,17,AES_HF
742,SLH5,7/15/03,0,NA,0,surface,in,NA,NA,WGS84,61.84591,-156.58511,tundra/alpine tundra,8.3,AA_HG_ST,22,AES_HF,0.05,AA_CV,34,AES_HF,8,AES_HF
743,HCD4,7/22/03,0,NA,0,surface,in,Roberts Ck,NA,WGS84,62.6298,-160.95177,tundra/alpine tundra,7.2,AA_HG_ST,43,AES_HF,0.06,AA_CV,30,AES_HF,9,AES_HF
744,SLD4,7/18/03,0,NA,0,surface,in,Henderson Mountain South,NA,WGS84,61.51804,-157.71492,tundra/alpine tundra,20.5,AA_HG_ST,28,AES_HF,0.15,AA_CV,31,AES_HF,8,AES_HF
745,HCF1,7/21/03,0,NA,0,surface,in,Holy Cross Hills,NA,WGS84,62.07863,-160.18417,tundra/alpine tundra,6.9,AA_HG_ST,34,AES_HF,0.06,AA_CV,19,AES_HF,9,AES_HF
746,HCD2,7/22/03,0,NA,0,surface,in,Stuyahok River,NA,WGS84,62.2941,-160.76726,tundra/alpine tundra,11.3,AA_HG_ST,33,AES_HF,0.05,AA_CV,31,AES_HF,10,AES_HF
747,HCI2,7/20/03,0,NA,0,surface,in,Fox Hills,NA,WGS84,62.26912,-159.10605,tundra/alpine tundra,9.5,AA_HG_ST,32,AES_HF,0.04,AA_CV,20,AES_HF,11,AES_HF
748,SLG6,7/17/03,0,NA,0,surface,in,Moose Ck,NA,WGS84,61.93417,-156.7308,tundra/alpine tundra,6.2,AA_HG_ST,69,AES_HF,0.05,AA_CV,46,AES_HF,5,AES_HF
